Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud;Texto Cajetines;Longitud;Latitud;dir
446942,0000000000;4478655,6400000000;25/02/2013;16  HORTALEZA;16-02 PIOVERA;EL ALGABEÑO, CALLE, DE;121;PMR;;1;5,5;;-3.625769951;40.456872948;EL ALGABEÑO, CALLE, DE121
447186,0400000000;4478785,5700000000;17/07/2019;16  HORTALEZA;16-02 PIOVERA;ESTEBAN PALACIOS, CALLE, DE;6;PMR;Línea;1;6,5;;-3.622902469;40.458058569;ESTEBAN PALACIOS, CALLE, DE6
447007,6600000000;4479088,1900000000;05/04/2005;16  HORTALEZA;16-02 PIOVERA;FLORENCIO CASTILLO, CALLE, DE;32;PMR;Línea;1;5,6;;-3.625031637;40.460773645;FLORENCIO CASTILLO, CALLE, DE32
446744,9800000000;4479213,1300000000;27/12/2018;16  HORTALEZA;16-02 PIOVERA;FRANCISCO MOSQUEDA, CALLE, DE;1;PMR;Línea;1;7,1;;-3.628140105;40.461882146;FRANCISCO MOSQUEDA, CALLE, DE1
446753,3200000000;4479232,2600000000;04/04/2005;16  HORTALEZA;16-02 PIOVERA;FRANCISCO MOSQUEDA, CALLE, DE;18;PMR;Línea;1;5;;-3.62804339;40.462055065;FRANCISCO MOSQUEDA, CALLE, DE18
446975,4500000000;4479238,4900000000;14/09/2017;16  HORTALEZA;16-02 PIOVERA;HAENDEL, CALLE, DE;1;PMR;Línea;1;5,5;;-3.625424056;40.462125653;HAENDEL, CALLE, DE1
444842,3300000000;4478347,3600000000;25/10/2017;16  HORTALEZA;16-02 PIOVERA;JAENAR, CALLE, DE;9;PMR;Línea;1;5,5;;-3.650505226;40.453959343;JAENAR, CALLE, DE9
444879,9500000000;4478340,9300000000;21/05/2014;16  HORTALEZA;16-02 PIOVERA;JAENAR, CALLE, DE;18;PMR;Línea;1;5,6;;-3.650061012;40.453903537;JAENAR, CALLE, DE18
446544,1600000000;4479244,7900000000;11/11/2013;16  HORTALEZA;16-02 PIOVERA;JOAQUIN FERNANDEZ LEIVA, CALLE, DE;3;PMR;Línea;1;5;;-3.630511406;40.462154702;JOAQUIN FERNANDEZ LEIVA, CALLE, DE3
444609,7600000000;4478622,4800000000;14/08/2020;16  HORTALEZA;16-02 PIOVERA;LIDO, CALLE, DEL;6;PMR;Línea;1;6,5;;-3.653271925;40.456421744;LIDO, CALLE, DEL6
444707,0000000000;4478609,6700000000;24/11/2009;16  HORTALEZA;16-02 PIOVERA;LIDO, CALLE, DEL;18;PMR;;1;5,5;;-3.652123947;40.456312767;LIDO, CALLE, DEL18
446902,6600000000;4478736,5400000000;06/10/2022;16  HORTALEZA;16-02 PIOVERA;MACHAQUITO, CALLE, DE;31;PMR;Línea;1;8;LABORABLES DE LUNES A VIERNES DE 08:00 A 18:00 H.;-3.626240578;40.457598885;MACHAQUITO, CALLE, DE31
446896,7500000000;4478742,2200000000;06/10/2022;16  HORTALEZA;16-02 PIOVERA;MACHAQUITO, CALLE, DE;31;PMR;Línea;1;8;LABORABLES DE LUNES A VIERNES DE 08:00 A 18:00 H.;-3.626310708;40.457650165;MACHAQUITO, CALLE, DE31
446538,0500000000;4478826,0000000000;04/05/2023;16  HORTALEZA;16-02 PIOVERA;MANUEL GRANERO, RONDA, DE;23;PMR;Línea;1;8;;-3.630548132;40.458381431;MANUEL GRANERO, RONDA, DE23
444863,0100000000;4478557,1500000000;22/04/2021;16  HORTALEZA;16-02 PIOVERA;OLIMPO, CALLE, DEL;2;PMR;Línea;1;6;;-3.650279596;40.455850161;OLIMPO, CALLE, DEL2
447061,7400000000;4478958,5200000000;05/01/2017;16  HORTALEZA;16-02 PIOVERA;PAPA NEGRO, AVENIDA, DEL;52;PMR;Línea;1;5,5;;-3.624382935;40.45960905;PAPA NEGRO, AVENIDA, DEL52
447106,8200000000;4478856,7000000000;09/01/2018;16  HORTALEZA;16-02 PIOVERA;PAPA NEGRO, AVENIDA, DEL;119 A;PMR;Línea;1;5;;-3.62384275;40.458695068;PAPA NEGRO, AVENIDA, DEL119 A
445408,9200000000;4478758,9300000000;12/04/2021;16  HORTALEZA;16-02 PIOVERA;SILVANO, CALLE, DE;53;PMR;Línea;1;6,5;;-3.643858859;40.457704481;SILVANO, CALLE, DE53
446663,4800000000;4479287,9700000000;19/04/2006;16  HORTALEZA;16-02 PIOVERA;SILVANO, CALLE, DE;150;PMR;Línea;1;4,92;;-3.629107716;40.462551819;SILVANO, CALLE, DE150
445925,6400000000;4478259,6700000000;26/01/2011;16  HORTALEZA;16-02 PIOVERA;SOBRADIEL, RONDA, DE;35;PMR;;1;5,5;;-3.637722423;40.453240166;SOBRADIEL, RONDA, DE35
445022,8500000000;4478632,3600000000;21/11/2014;16  HORTALEZA;16-02 PIOVERA;TORONGA, CALLE, DE LA;13 B;PMR;Línea;1;5;;-3.648401096;40.456538856;TORONGA, CALLE, DE LA13 B
445191,0300000000;4478605,1400000000;01/04/2005;16  HORTALEZA;16-02 PIOVERA;TORONGA, CALLE, DE LA;Fte 31;PMR;Línea;1;5;;-3.646415282;40.456304631;TORONGA, CALLE, DE LAFte 31
444882,9300000000;4478617,8900000000;01/04/2005;16  HORTALEZA;16-02 PIOVERA;TORONGA, CALLE, DE LA;Fte 3B;PMR;;1;5;;-3.650049839;40.456398653;TORONGA, CALLE, DE LAFte 3B
444844,4000000000;4478407,7600000000;13/04/2007;16  HORTALEZA;16-02 PIOVERA;UMBRIA, CALLE, DE LA;6;PMR;;1;6,6;;-3.650486032;40.454503252;UMBRIA, CALLE, DE LA6
444985,9000000000;4479474,9300000000;02/06/2022;16  HORTALEZA;16-03 CANILLAS;AGUSTIN CALVO, CALLE, DE;26;PMR;Línea;1;6;;-3.64890994;40.46412625;AGUSTIN CALVO, CALLE, DE26
445172,6200000000;4479504,9700000000;29/09/2020;16  HORTALEZA;16-03 CANILLAS;AGUSTIN CALVO, CALLE, DE;49;PMR;Línea;1;6;;-3.64671024;40.464409234;AGUSTIN CALVO, CALLE, DE49
444618,0600000000;4478912,0200000000;08/04/2019;16  HORTALEZA;16-03 CANILLAS;ALBA, CALLE, DEL;3;PMR;Línea;1;6,5;;-3.653199331;40.459031165;ALBA, CALLE, DEL3
445629,9500000000;4479500,3100000000;16/01/2019;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;1;PMR;Línea;2;13;;-3.641315728;40.464397717;ALCORISA, CALLE, DE1
445595,6700000000;4479357,8600000000;02/01/2008;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;6;PMR;Batería;1;3,5;;-3.64170786;40.463111771;ALCORISA, CALLE, DE6
445612,9800000000;4479416,2700000000;16/01/2019;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;11;PMR;Batería;2;6;;-3.641508643;40.463638777;ALCORISA, CALLE, DE11
445707,8500000000;4479232,6800000000;14/11/2022;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;31;PMR;Batería;1;3,7;;-3.640373957;40.461991466;ALCORISA, CALLE, DE31
445783,2900000000;4479256,8900000000;22/06/2000;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;41;PMR;Línea;1;5,5;;-3.639486274;40.462214232;ALCORISA, CALLE, DE41
445755,4100000000;4479257,5000000000;26/07/2019;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;41;PMR;Batería;2;5,9;;-3.639815266;40.462218071;ALCORISA, CALLE, DE41
445786,1100000000;4479269,1800000000;29/01/2022;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;41;PMR;Línea;1;3,5;;-3.639454074;40.462325042;ALCORISA, CALLE, DE41
445817,2000000000;4479396,0200000000;18/11/2010;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;59;PMR;Línea;1;5,4;;-3.639098324;40.46347027;ALCORISA, CALLE, DE59
445757,6200000000;4479370,5500000000;23/05/2016;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;65;PMR;Batería;1;3,5;;-3.639798765;40.463236446;ALCORISA, CALLE, DE65
445744,5900000000;4479375,6300000000;02/11/2007;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;67;PMR;Batería;1;3;;-3.639952833;40.463281194;ALCORISA, CALLE, DE67
445779,4500000000;4479495,8300000000;18/06/2015;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;83;PMR;Batería;1;2,7;;-3.639551935;40.464366606;ALCORISA, CALLE, DE83
445776,0600000000;4479472,2300000000;25/06/2019;16  HORTALEZA;16-03 CANILLAS;ALCORISA, CALLE, DE;83;PMR;Línea;1;6,5;;-3.639589979;40.464153809;ALCORISA, CALLE, DE83
445021,2600000000;4479369,1100000000;20/12/2010;16  HORTALEZA;16-03 CANILLAS;ALEJANDRO VILLEGAS, CALLE, DE;2;PMR;Línea;1;5,5;;-3.648483659;40.463175655;ALEJANDRO VILLEGAS, CALLE, DE2
445002,9400000000;4479451,0400000000;12/02/2016;16  HORTALEZA;16-03 CANILLAS;ALEJANDRO VILLEGAS, CALLE, DE;15;PMR;Línea;1;5,5;;-3.648706826;40.463912307;ALEJANDRO VILLEGAS, CALLE, DE15
445008,3000000000;4479470,3500000000;05/04/2005;16  HORTALEZA;16-03 CANILLAS;ALEJANDRO VILLEGAS, CALLE, DE;18;PMR;Línea;1;5;;-3.648645348;40.464086544;ALEJANDRO VILLEGAS, CALLE, DE18
445209,6400000000;4479236,7300000000;28/04/2008;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;3;PMR;Línea;2;9,9;;-3.646250327;40.461995592;ANDORRA, CALLE, DE3
445172,3000000000;4479335,8400000000;28/07/2014;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;4;PMR;Línea;1;5,5;;-3.646699354;40.462885452;ANDORRA, CALLE, DE4
445289,7000000000;4479230,2300000000;17/03/2023;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;19;PMR;Línea;1;8;;-3.645305634;40.461942307;ANDORRA, CALLE, DE19
445283,6000000000;4479196,2800000000;16/03/2021;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;27;PMR;Batería;1;3;;-3.645374676;40.461635946;ANDORRA, CALLE, DE27
445288,3100000000;4479175,9600000000;06/04/2005;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;31;PMR;Batería;1;3;;-3.645317323;40.461453001;ANDORRA, CALLE, DE31
445229,5500000000;4479064,3700000000;20/05/2016;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;39;PMR;Batería;1;3,6;;-3.646000632;40.460443793;ANDORRA, CALLE, DE39
445228,9700000000;4479028,5100000000;19/01/2018;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;39;PMR;Línea;1;5;;-3.646004471;40.46012116;ANDORRA, CALLE, DE39
445235,8200000000;4479008,7900000000;07/06/2007;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;41;PMR;Batería;2;6,5;;-3.64592185;40.459943887;ANDORRA, CALLE, DE41
445381,0000000000;4478932,9600000000;26/04/2018;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;61;PMR;Batería;1;3,5;;-3.644203149;40.459269745;ANDORRA, CALLE, DE61
445405,8600000000;4478985,2000000000;02/01/2008;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;69;PMR;Batería;1;3,54;;-3.643914378;40.459741805;ANDORRA, CALLE, DE69
445394,9000000000;4479028,6600000000;25/01/2010;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;81;PMR;Batería;1;3,6;;-3.644047362;40.460133078;ANDORRA, CALLE, DE81
445480,0700000000;4479013,9900000000;14/02/2018;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;91;PMR;Línea;2;10,2;;-3.643041706;40.460006855;ANDORRA, CALLE, DE91
445515,1500000000;4479068,2400000000;06/04/2005;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;93;PMR;Línea;1;5;;-3.642632614;40.460497078;ANDORRA, CALLE, DE93
445534,2300000000;4479177,2800000000;25/03/2022;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;99;PMR;Batería;1;2,97;;-3.642416896;40.461481305;ANDORRA, CALLE, DE99
445523,8900000000;4479202,4500000000;25/01/2010;16  HORTALEZA;16-03 CANILLAS;ANDORRA, CALLE, DE;113;PMR;Batería;1;3,6;;-3.642541056;40.461706878;ANDORRA, CALLE, DE113
445068,3800000000;4479409,5500000000;31/07/2023;16  HORTALEZA;16-03 CANILLAS;ANDRES OBISPO, CALLE, DE;4;PMR;Línea;1;8;;-3.647931385;40.463543208;ANDRES OBISPO, CALLE, DE4
445054,2600000000;4479530,1100000000;25/01/2011;16  HORTALEZA;16-03 CANILLAS;ANDRES OBISPO, CALLE, DE;22;PMR;Línea;1;5,6;;-3.648108372;40.464628046;ANDRES OBISPO, CALLE, DE22
445030,0600000000;4479681,4900000000;23/06/2015;16  HORTALEZA;16-03 CANILLAS;ANDRES OBISPO, CALLE, DE;49;PMR;Línea;1;5,5;;-3.64840694;40.465990139;ANDRES OBISPO, CALLE, DE49
444405,6100000000;4478914,0300000000;17/05/2017;16  HORTALEZA;16-03 CANILLAS;ANTONIO CAVERO, CALLE, DE;33;PMR;Línea;1;5,8;;-3.65570499;40.459035119;ANTONIO CAVERO, CALLE, DE33
445607,7400000000;4480008,5800000000;28/08/2019;16  HORTALEZA;16-03 CANILLAS;AREQUIPA, CALLE, DE;4;PMR;Línea;1;6;;-3.641621229;40.468974561;AREQUIPA, CALLE, DE4
444954,2600000000;4479803,8300000000;07/04/2011;16  HORTALEZA;16-03 CANILLAS;ARROYO DEL QUINTO, CALLE, DEL;1;PMR;Batería;1;3,5;;-3.649311583;40.467086837;ARROYO DEL QUINTO, CALLE, DEL1
444612,4900000000;4478847,6100000000;04/04/2005;16  HORTALEZA;16-03 CANILLAS;BELISANA, CALLE, DE;24;PMR;Línea;1;5;;-3.653259377;40.4584499;BELISANA, CALLE, DE24
444857,6600000000;4479508,4000000000;28/05/2012;16  HORTALEZA;16-03 CANILLAS;BENITA AVILA, CALLE, DE;20;PMR;;1;5,02;;-3.650425241;40.464419719;BENITA AVILA, CALLE, DE20
444850,5400000000;4479699,5500000000;16/02/2023;16  HORTALEZA;16-03 CANILLAS;BENITA AVILA, CALLE, DE;44;PMR;Línea;1;5,7;;-3.650525853;40.466140483;BENITA AVILA, CALLE, DE44
445299,3100000000;4479120,6600000000;08/04/2019;16  HORTALEZA;16-03 CANILLAS;CALANDA, CALLE, DE;1;PMR;Batería;1;3,7;;-3.645182735;40.46095596;CALANDA, CALLE, DE1
445376,0400000000;4479147,6700000000;30/08/2016;16  HORTALEZA;16-03 CANILLAS;CALANDA, CALLE, DE;7;PMR;Línea;2;11;;-3.644280154;40.46120428;CALANDA, CALLE, DE7
445462,2600000000;4479238,9600000000;16/12/2015;16  HORTALEZA;16-03 CANILLAS;CALANDA, CALLE, DE;26;PMR;Batería;2;11;;-3.643271061;40.462031688;CALANDA, CALLE, DE26
445485,8700000000;4479259,9000000000;13/08/2021;16  HORTALEZA;16-03 CANILLAS;CALANDA, CALLE, DE;26;PMR;Línea;1;10,23;;-3.642994494;40.462222082;CALANDA, CALLE, DE26
445383,6000000000;4479136,8300000000;17/05/2013;16  HORTALEZA;16-03 CANILLAS;CALANDA, CALLE, DE;S/N;PMR;Batería;1;3,5;;-3.644189971;40.461106762;CALANDA, CALLE, DES/N
444281,8200000000;4479357,9200000000;29/05/2009;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;2;PMR;Línea;1;5,97;;-3.657203962;40.463024796;CANILLAS, CARRETERA, DE2
444462,7900000000;4479390,6300000000;21/03/2014;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;18;PMR;Línea;1;6,7;;-3.655072388;40.463332474;CANILLAS, CARRETERA, DE18
444872,9200000000;4479334,0400000000;11/04/2016;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;21;PMR;Línea;2;11;;-3.650230207;40.462849471;CANILLAS, CARRETERA, DE21
444949,2500000000;4479350,9100000000;22/05/2015;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;27;PMR;Batería;1;2,5;;-3.649331465;40.463006977;CANILLAS, CARRETERA, DE27
445034,0700000000;4479365,9800000000;26/09/2023;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;35;PMR;Batería;1;3,7;;-3.648332284;40.463148154;CANILLAS, CARRETERA, DE35
444944,0000000000;4479334,4300000000;19/04/2016;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;46;PMR;Línea;2;11;;-3.649391912;40.462857607;CANILLAS, CARRETERA, DE46
445212,5100000000;4479412,4200000000;27/03/2015;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;47;PMR;Línea;1;5;;-3.646231591;40.463578273;CANILLAS, CARRETERA, DE47
445190,0300000000;4479385,0700000000;01/08/2017;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;70;PMR;Línea;3;15,1;;-3.646494407;40.46333001;CANILLAS, CARRETERA, DE70
445364,3600000000;4479453,7700000000;26/09/2023;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;82;PMR;Línea;2;16;;-3.644444192;40.463961066;CANILLAS, CARRETERA, DE82
445496,1600000000;4479380,5500000000;27/10/2017;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;98;PMR;Batería;1;3,2;;-3.642883398;40.463309441;CANILLAS, CARRETERA, DE98
445675,9900000000;4479601,1500000000;20/02/2020;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;101;PMR;Línea;1;6,08;;-3.64078133;40.465308892;CANILLAS, CARRETERA, DE101
445896,4900000000;4479646,6600000000;22/04/2022;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;109;PMR;Batería;1;3;;-3.638184399;40.465733167;CANILLAS, CARRETERA, DE109
445872,1600000000;4479718,7800000000;26/07/2019;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;113;PMR;Batería;1;3,1;;-3.638477582;40.466381182;CANILLAS, CARRETERA, DE113
445876,2000000000;4479731,4700000000;26/09/2023;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;113;PMR;Línea;1;8;;-3.638431;40.466495545;CANILLAS, CARRETERA, DE113
445812,2900000000;4479584,3000000000;28/03/2018;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;140;PMR;Línea;1;5;;-3.639172178;40.465165767;CANILLAS, CARRETERA, DE140
446035,9600000000;4479597,4900000000;01/06/2018;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;S/N;PMR;Línea;1;5,5;;-3.636535197;40.46529898;CANILLAS, CARRETERA, DES/N
445617,4300000000;4479577,4400000000;13/01/2023;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;S/N;PMR;Línea;2;16;;-3.641469968;40.465091684;CANILLAS, CARRETERA, DES/N
444504,2600000000;4479036,3500000000;21/06/2022;16  HORTALEZA;16-03 CANILLAS;CARRIL DEL CONDE, CALLE, DEL;47;PMR;Línea;2;11,99;;-3.654552256;40.460143162;CARRIL DEL CONDE, CALLE, DEL47
444584,5900000000;4479200,9900000000;07/04/2011;16  HORTALEZA;16-03 CANILLAS;CARRIL DEL CONDE, CALLE, DEL;78;PMR;Batería;1;3;;-3.653619195;40.46163205;CARRIL DEL CONDE, CALLE, DEL78
444589,8400000000;4479218,4800000000;25/03/2021;16  HORTALEZA;16-03 CANILLAS;CARRIL DEL CONDE, CALLE, DEL;78;PMR;Batería;1;3,5;DE 09:00 A 14:00 H. Y DE 16:00 A 20:00 H. DE LUNES A VIERNES;-3.653558919;40.461789728;CARRIL DEL CONDE, CALLE, DEL78
444593,6400000000;4479255,8300000000;08/04/2019;16  HORTALEZA;16-03 CANILLAS;CARRIL DEL CONDE, CALLE, DEL;84;PMR;Batería;1;3,7;;-3.653517265;40.462126684;CARRIL DEL CONDE, CALLE, DEL84
444616,0300000000;4479296,0000000000;06/08/2021;16  HORTALEZA;16-03 CANILLAS;CARRIL DEL CONDE, CALLE, DEL;100;PMR;Línea;1;3;;-3.653256742;40.462489653;CARRIL DEL CONDE, CALLE, DEL100
444665,2300000000;4479333,9900000000;28/04/2021;16  HORTALEZA;16-03 CANILLAS;CARRIL DEL CONDE, CALLE, DEL;114;PMR;Línea;1;3;;-3.65267983;40.462835605;CARRIL DEL CONDE, CALLE, DEL114
444668,3800000000;4479366,1600000000;29/03/2011;16  HORTALEZA;16-03 CANILLAS;CARRIL DEL CONDE, CALLE, DEL;120;PMR;Batería;1;3,2;;-3.652645453;40.463125235;CARRIL DEL CONDE, CALLE, DEL120
445030,1700000000;4479121,0200000000;03/09/2013;16  HORTALEZA;16-03 CANILLAS;CASTROMONTE, CALLE, DE;2;PMR;Batería;1;3;;-3.648357036;40.460941005;CASTROMONTE, CALLE, DE2
446567,1200000000;4479734,2500000000;06/03/2015;16  HORTALEZA;16-03 CANILLAS;EL PEDERNOSO, CALLE, DE;3;PMR;Batería;2;6,21;;-3.630281764;40.466565961;EL PEDERNOSO, CALLE, DE3
446713,2800000000;4479571,2000000000;05/03/2022;16  HORTALEZA;16-03 CANILLAS;EL PROVENCIO, CALLE, DE;22;PMR;Batería;1;3,5;;-3.628544098;40.465106065;EL PROVENCIO, CALLE, DE22
446562,3400000000;4479441,4700000000;06/04/2022;16  HORTALEZA;16-03 CANILLAS;EL PROVENCIO, CALLE, DE;35;PMR;Línea;1;6;;-3.630313506;40.463928178;EL PROVENCIO, CALLE, DE35
446731,8400000000;4479584,9100000000;29/03/2006;16  HORTALEZA;16-03 CANILLAS;EL PROVENCIO, CALLE, DE;Fte 22;PMR;Batería;2;7,1;;-3.628326431;40.46523074;EL PROVENCIO, CALLE, DEFte 22
445991,6400000000;4479855,9500000000;12/11/2019;16  HORTALEZA;16-03 CANILLAS;EMIGRANTES, CALLE, DE LOS;18;PMR;Línea;2;11,3;;-3.637079966;40.467624329;EMIGRANTES, CALLE, DE LOS18
444598,9700000000;4479618,4500000000;19/12/2008;16  HORTALEZA;16-03 CANILLAS;FERNANDEZ LLAMAZARES, CALLE, DE;2;PMR;Línea;1;5,5;;-3.653486039;40.465393518;FERNANDEZ LLAMAZARES, CALLE, DE2
444629,9700000000;4479638,4900000000;09/10/2021;16  HORTALEZA;16-03 CANILLAS;FERNANDEZ LLAMAZARES, CALLE, DE;10;PMR;Línea;1;6;;-3.653122211;40.465576291;FERNANDEZ LLAMAZARES, CALLE, DE10
444657,4800000000;4479656,3100000000;23/09/2010;16  HORTALEZA;16-03 CANILLAS;FERNANDEZ LLAMAZARES, CALLE, DE;22;PMR;Línea;1;5,5;;-3.652799349;40.465738839;FERNANDEZ LLAMAZARES, CALLE, DE22
446745,0700000000;4479350,6600000000;11/03/2016;16  HORTALEZA;16-03 CANILLAS;FRANCISCO MOSQUEDA, CALLE, DE;13;PMR;Batería;1;3,5;;-3.628150648;40.463121282;FRANCISCO MOSQUEDA, CALLE, DE13
444746,7400000000;4479095,6600000000;03/12/2013;16  HORTALEZA;16-03 CANILLAS;GOMEZNARRO, CALLE, DE;37;PMR;Línea;1;6;;-3.651697609;40.460693316;GOMEZNARRO, CALLE, DE37
445105,3500000000;4479098,7400000000;19/10/2021;16  HORTALEZA;16-03 CANILLAS;GOMEZNARRO, CALLE, DE;115;PMR;Línea;1;6;;-3.647468493;40.460745684;GOMEZNARRO, CALLE, DE115
444919,9700000000;4479050,4300000000;15/10/2012;16  HORTALEZA;16-03 CANILLAS;GOMEZNARRO, CALLE, DE;118;PMR;;2;6;;-3.64965066;40.460297402;GOMEZNARRO, CALLE, DE118
445074,5500000000;4479280,4000000000;29/03/2011;16  HORTALEZA;16-03 CANILLAS;GOMEZNARRO, CALLE, DE;249;PMR;Línea;1;5;;-3.647847447;40.462379645;GOMEZNARRO, CALLE, DE249
445071,7300000000;4479327,1800000000;19/11/2022;16  HORTALEZA;16-03 CANILLAS;GOMEZNARRO, CALLE, DE;259;PMR;Batería;1;3,7;;-3.647884804;40.462801228;GOMEZNARRO, CALLE, DE259
445093,5000000000;4479221,3500000000;24/07/2019;16  HORTALEZA;16-03 CANILLAS;GOMEZNARRO, CALLE, DE;394;PMR;Batería;3;11,3;;-3.647618837;40.461848743;GOMEZNARRO, CALLE, DE394
445044,8000000000;4479162,3200000000;06/04/2005;16  HORTALEZA;16-03 CANILLAS;GOMEZNARRO, TRAVESIA, DE;18;PMR;Línea;1;5;;-3.64818807;40.461313829;GOMEZNARRO, TRAVESIA, DE18
444964,6100000000;4479857,3800000000;22/07/2011;16  HORTALEZA;16-03 CANILLAS;GRAN VIA DE HORTALEZA, AVENIDA, DE LA;60;PMR;Línea;1;5;;-3.649194184;40.467570242;GRAN VIA DE HORTALEZA, AVENIDA, DE LA60
445069,8500000000;4479893,4100000000;29/12/2005;16  HORTALEZA;16-03 CANILLAS;GRAN VIA DE HORTALEZA, AVENIDA, DE LA;62;PMR;Línea;1;5,6;;-3.647955908;40.467901698;GRAN VIA DE HORTALEZA, AVENIDA, DE LA62
445443,6700000000;4480021,3100000000;13/05/2013;16  HORTALEZA;16-03 CANILLAS;GRAN VIA DE HORTALEZA, AVENIDA, DE LA;90;PMR;Línea;1;5;;-3.64355754;40.469078668;GRAN VIA DE HORTALEZA, AVENIDA, DE LA90
446985,8800000000;4479351,6600000000;22/05/2019;16  HORTALEZA;16-03 CANILLAS;HAENDEL, CALLE, DE;8;PMR;Línea;1;6,5;;-3.625310496;40.463145747;HAENDEL, CALLE, DE8
444807,1600000000;4479479,6200000000;28/09/2023;16  HORTALEZA;16-03 CANILLAS;HARO, CALLE, DE;5;PMR;Línea;1;8;;-3.651018482;40.464156445;HARO, CALLE, DE5
445553,2000000000;4479751,5000000000;21/10/2015;16  HORTALEZA;16-03 CANILLAS;JAVIER DEL QUINTO, CALLE, DE;12;PMR;Línea;1;5;;-3.64224243;40.466654999;JAVIER DEL QUINTO, CALLE, DE12
446309,2800000000;4479487,7000000000;19/04/2023;16  HORTALEZA;16-03 CANILLAS;JOSE DOMINGO RUS, CALLE, DE;23;PMR;Línea;2;16;;-3.633302111;40.464328275;JOSE DOMINGO RUS, CALLE, DE23
445545,6900000000;4479514,1800000000;17/05/2018;16  HORTALEZA;16-03 CANILLAS;JOSEMARIA ESCRIVA DE BALAGUER, PLAZA, DE;S/N;PMR;Línea;2;11;;-3.642310669;40.46451695;JOSEMARIA ESCRIVA DE BALAGUER, PLAZA, DES/N
444657,6700000000;4479578,3700000000;26/05/2015;16  HORTALEZA;16-03 CANILLAS;LEIRA, CALLE, DE;6;PMR;Línea;1;5;;-3.652790297;40.465035992;LEIRA, CALLE, DE6
444880,8800000000;4478791,2400000000;06/08/2021;16  HORTALEZA;16-03 CANILLAS;LIEBRE, CALLE, DE LA;6;PMR;Línea;1;6;;-3.650089144;40.457960536;LIEBRE, CALLE, DE LA6
446143,7200000000;4479385,1900000000;20/01/2020;16  HORTALEZA;16-03 CANILLAS;MACHUPICHU, AVENIDA, DE;58;PMR;Línea;1;8,9;;-3.635246157;40.463393781;MACHUPICHU, AVENIDA, DE58
