Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
439989,16;4473437,99;15/09/2022;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;9;CargayDescarga 360;Línea;3;17;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS  DOMINGOS Y FESTIVOS DE 0 A 16 HORAS;-3,707273827;40,40939698
439979,01;4473398,92;15/09/2022;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;4;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3,707389679;40,40904461
439988,71;4473388,24;11/09/2022;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;15;CargayDescarga 360;Línea;2;12,5;LABORABLES DE 8 A 18 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,707274458;40,40894852
439997,1;4473145,74;17/11/2022;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;37;CargayDescarga 360;Batería;5;13,7;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.DOMINGOS Y FESTIVOS DE 0 A 16 H EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,707152647;40,40676515
439980,79;4473448,73;19/10/2022;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;7;CargayDescarga 360;Línea;3;16;LABORABLES DE 8 A 15 H.  EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ***** DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3,707373522;40,40949329
439977,24;4473301,33;21/12/2022;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;12;CargayDescarga 360;Línea;10;51,4;LABORABLES DE 8 A 15 H. DOMINGOS Y FESTIVOS DE 0 A 16 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,707401368;40,40816512
439977,24;4473301,33;21/12/2022;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;12;CargayDescarga 360;Línea;7;51,4;LABORABLES DE 8 A 15 H. DOMINGOS Y FESTIVOS DE 0 A 16 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,707401368;40,40816512
439981,91;4473147,86;10/10/2022;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;S/N;CargayDescarga 360;Línea;3;14;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN  DOMINGOS Y FESTIVOS DE 0 A 16 HORAS;-3,707331925;40,4067832
440481,93;4473549,61;16/09/2022;01  CENTRO;01-02 EMBAJADORES;SAN CARLOS, CALLE, DE;11;CargayDescarga 360;Línea;1;7,8;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,701477041;40,41043821
440455,99;4473545,28;15/11/2022;01  CENTRO;01-02 EMBAJADORES;SAN CARLOS, CALLE, DE;7;CargayDescarga 360;Línea;1;8,33;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,701782313;40,41039708
440742,4;4473396,75;20/09/2022;01  CENTRO;01-02 EMBAJADORES;SAN COSME Y SAN DAMIAN, CALLE, DE;11;CargayDescarga 360;Línea;3;15,3;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,698393096;40,40907916
440791,1;4473588,68;18/01/1995;01  CENTRO;01-02 EMBAJADORES;SAN EUGENIO, CALLE, DE;10;CargayDescarga;Línea;3;14,9;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,697837155;40,41081184
439968,38;4473664,1;15/11/2022;01  CENTRO;01-02 EMBAJADORES;SAN MILLAN, CALLE, DE;3;CargayDescarga 360;Línea;5;23,2;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,707540138;40,41143207
440672,95;4473688,29;15/09/2022;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;12;CargayDescarga 360;Línea;5;26,9;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,699238782;40,41170096
440884,12;4473483,29;16/09/2022;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;41;CargayDescarga 360;Línea;3;15,2;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA EN LÍNEA MÁX 45 MIN;-3,696731003;40,40986961
440742,77;4473601,67;16/09/2022;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;28;CargayDescarga 360;Línea;3;15,06;LABORABLES DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,698407821;40,41092523
440790,41;4473556,7;18/11/2022;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;17;CargayDescarga 360;Línea;5;14,56;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,697842255;40,41052404
440608,68;4473217,16;16/09/2022;01  CENTRO;01-02 EMBAJADORES;SOMBRERERIA, CALLE, DE LA;4;CargayDescarga 360;Línea;2;7,47;LABORABLES DE 8 A 14 H Y DE 16,30 A 19 HORAS EXCEPTO CYD MÁX 45 MIN;-3,699952114;40,40745207
440156,49;4473765,5;17/11/2022;01  CENTRO;01-02 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE;14;CargayDescarga 360;Batería;6;15;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,705332646;40,41235928
440221,61;4473784,8;18/11/2022;01  CENTRO;01-02 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE;16;CargayDescarga 360;Línea;7;35;LABORABLES LUNES A VIERNES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 45 MIN  SÁBADOS LABORABLES DE 12:15 A 13:45 EXCEPTO SERVICIO PUNTO LIMPIO;-3,704567003;40,41253765
439943,98;4473734,4;16/09/2022;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;47;CargayDescarga 360;Línea;4;19,1;LAB. DE 8 A 20 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,707834295;40,41206404
439943,98;4473734,4;16/09/2022;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;47;CargayDescarga 360;Línea;4;19,1;LAB. DE 8 A 20 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,707834295;40,41206404
439659,37;4473246,05;16/09/2022;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;123;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 14 H Y DE 16.30 A 19.00 EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ;-3,711142209;40,4076439
439710,32;4473342,82;16/11/2022;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;109;CargayDescarga 360;Línea;5;25;LABORABLES DE 8 A 14 H Y DE 16.30 A 19.00 EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ;-3,710550859;40,40851938
440326,32;4473225,32;27/02/2014;01  CENTRO;01-02 EMBAJADORES;TRIBULETE, CALLE, DEL;23;CargayDescarga;Línea;1;6,1;;-3,703280426;40,40750501
440303,69;4473212,47;20/09/2022;01  CENTRO;01-02 EMBAJADORES;TRIBULETE, CALLE, DEL;20;CargayDescarga 360;Línea;2;16;TODOS LOS DÍAS 24 HORAS. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,703545935;40,40738813
440593,14;4473195,32;19/09/2022;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;9;CargayDescarga 360;Línea;2;10;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,700133226;40,40725394
440539,64;4473287,22;19/09/2022;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;4;CargayDescarga 360;Línea;2;11,9;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,700772361;40,40807832
440530,62;4473307,61;19/09/2022;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;2;CargayDescarga 360;Línea;4;21,6;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,700880535;40,40826115
440596,53;4473187,62;17/11/2022;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;11;CargayDescarga 360;Línea;1;6;DE 8 A 22 H. EXCEPTO CARGA Y DESCARGA  Y SUBIDA Y BAJADA DE VIAJEROS MÁXIMO 45 MINUTOS;-3,700092546;40,4071849
440572,01;4473222,2;18/11/2022;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;14;CargayDescarga 360;Línea;3;14,8;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,700384755;40,40749516
440564,53;4473257,96;02/12/2022;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;3;CargayDescarga 360;Línea;3;13,6;LABORABLES DE 8 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN  EXCEPTO TAXI LABORABLES DE 19 A 8 H Y FESTIVOS;-3,700476313;40,40781624
440575,43;4473029,71;20/09/2022;01  CENTRO;01-02 EMBAJADORES;VALENCIA, RONDA, DE;4;CargayDescarga 360;Línea;3;16;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,700326485;40,40576087
440732,22;4473770,75;29/08/2022;01  CENTRO;01-03 CORTES;AMOR DE DIOS, CALLE, DEL;14;CargayDescarga 360;Línea;3;15,1;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,698547852;40,41244826
440631,16;4474272,71;14/02/2023;01  CENTRO;01-03 CORTES;ARLABAN, CALLE, DE;1;CargayDescarga 360;Línea;2;15,6;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,699785842;40,41696237
440733,66;4474280,75;27/02/2023;01  CENTRO;01-03 CORTES;ARLABAN, CALLE, DE;16;CargayDescarga 360;Línea;2;12,6;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,698578505;40,4170423
440698,31;4473756,97;19/10/2022;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;69;CargayDescarga;Línea;7;33;EXCEPTO CARGA Y DESCARGA TEATRO Y UNIDAD MOVIL;-3,698946344;40,41232113
440948,24;4473591,6;08/09/2022;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;99;CargayDescarga 360;Línea;4;24,6;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,695985356;40,41084943
441189,78;4473457,25;30/08/2022;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;125;CargayDescarga 360;Línea;2;15,06;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,693126353;40,40965641
440759,46;4473717,92;29/08/2022;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;77;CargayDescarga 360;Línea;2;12,9;LABORABLES DE 8 A 14 H Y DE 16.30 A 19 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,698221896;40,41197426
440657,38;4474521,33;29/08/2022;01  CENTRO;01-03 CORTES;CABALLERO DE GRACIA, CALLE, DEL;26;CargayDescarga 360;Línea;3;15;DE 8  A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,699499993;40,41920435
440739,96;4474497,08;31/08/2022;01  CENTRO;01-03 CORTES;CABALLERO DE GRACIA, CALLE, DEL;19;CargayDescarga 360;Línea;2;10,15;LAB. DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,698524303;40,41899173
440750,39;4473977,94;30/08/2022;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;4;CargayDescarga 360;Línea;2;8;EXCEPTO CARGA Y DESCARGA DE 8 A 15 H. MÁX 45 MIN;-3,698353046;40,41431559
440785,45;4473977,01;30/08/2022;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;14;CargayDescarga 360;Línea;2;8;EXCEPTO CARGA Y DESCARGA DE 8 A 15 H. MÁX 45 MIN;-3,697939772;40,4143094
440858,41;4473979,96;30/08/2022;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;15;CargayDescarga 360;Línea;2;8,8;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,697080163;40,41434166
440423,27;4474068,74;17/11/2022;01  CENTRO;01-03 CORTES;CRUZ, CALLE, DE LA;27;CargayDescarga 360;Batería;3;9;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,702216959;40,41511057
440411,1;4474041,13;17/11/2022;01  CENTRO;01-03 CORTES;ESPOZ Y MINA, CALLE, DE;30;CargayDescarga 360;Línea;3;15,5;LABORABLES DE 8 A 18 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,702357849;40,4148611
440985,07;4473884,74;17/11/2022;01  CENTRO;01-03 CORTES;JESUS, CALLE, DE;1;CargayDescarga 360;Línea;2;14,3;LABORABLES DE 8 A 11 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,695578556;40,41349323
440895,35;4474270,08;17/11/2022;01  CENTRO;01-03 CORTES;JOVELLANOS, CALLE, DE;7;CargayDescarga 360;Línea;3;18;LABORABLES DE 8 A 15 H.  EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,696671702;40,41695819
440722,18;4473995,35;31/08/2022;01  CENTRO;01-03 CORTES;LEON, CALLE, DEL;4;CargayDescarga 360;Línea;4;19,4;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,698687081;40,4144704
440676,89;4473854,07;30/09/2022;01  CENTRO;01-03 CORTES;LEON, CALLE, DEL;26;CargayDescarga 360;Línea;6;30,7;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,699207785;40,41319448
440931,91;4473908,44;31/08/2022;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;35;CargayDescarga 360;Línea;2;13;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3,696207205;40,41370276
440849,7;4473912,29;31/08/2022;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;23;CargayDescarga 360;Línea;3;17,79;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,697176535;40,41373112
440780,69;4473920,25;29/08/2022;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;13;CargayDescarga 360;Línea;2;10;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,697990593;40,4137985
440826,24;4474336,45;06/10/2022;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE;16;CargayDescarga;Línea;2;10;LABORABLES Y FESTIVOS DE 8 A 23 H EXCEPTO CARGA Y DESCARGA DEL TEATRO DE LA ZARZUELA;-3,697492464;40,4175504
440923,43;4474423,66;14/10/2022;01  CENTRO;01-03 CORTES;MARQUES DE CASA RIERA, CALLE, DEL;2;CargayDescarga;Línea;2;10;EXCLUSIVO CÍRCULO DE BELLAS ARTES;-3,696355028;40,41834337
440937,27;4474403,1;14/10/2022;01  CENTRO;01-03 CORTES;MARQUES DE CASA RIERA, CALLE, DEL;1;CargayDescarga 360;Línea;24;25;LABORABLES DE 7 A 14 HORAS Y DE 16 A 20 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,696190073;40,41815882
440941,13;4473776,28;01/09/2022;01  CENTRO;01-03 CORTES;MORATIN, CALLE, DE;33;CargayDescarga 360;Línea;2;10;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,696086253;40,41251226
440840,6;4474084,41;18/11/2022;01  CENTRO;01-03 CORTES;PRADO, CALLE, DEL;28;CargayDescarga 360;Línea;2;12,9;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA;-3,697299778;40,41528125
440610,83;4474004,65;16/01/2023;01  CENTRO;01-03 CORTES;PRADO, CALLE, DEL;2;CargayDescarga 360;Línea;4;19;DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA SUBIDA Y BAJADA DE VIAJEROS TIEMPO MÁXIMO 45 MINUTOS;-3,700000357;40,41454609
441106,4;4473956,68;18/11/2022;01  CENTRO;01-03 CORTES;PRADO, PASEO, DEL;14;CargayDescarga 360;Línea;5;36,3;LABORABLES DE 8 A 11 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,694155271;40,41414989
440578,97;4474161,95;29/08/2022;01  CENTRO;01-03 CORTES;PRINCIPE, CALLE, DEL;10;CargayDescarga 360;Línea;5;15;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,700390542;40,41596101
440485,11;4473938,73;31/08/2022;01  CENTRO;01-03 CORTES;SAN SEBASTIAN, CALLE, DE;2;CargayDescarga 360;Línea;4;20,5;LABORABLES DE 8 A 18 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,701475838;40,41394351
440473,96;4473907,24;29/08/2022;01  CENTRO;01-03 CORTES;SAN SEBASTIAN, CALLE, DE;1;CargayDescarga 360;Línea;2;10;DE LUNES A VIERNES DE 8 A 20 H. EXCEPTO VEHÍCULOS AUTORIZADOS SERVICIO DE LIMPIEZA URBANA Y EQUIPAMIENTOS. MÁX 45 MIN;-3,701604353;40,41365933
440798,91;4474146,77;07/03/2023;01  CENTRO;01-03 CORTES;SANTA CATALINA, CALLE, DE;4;CargayDescarga;Línea;2;10;DE LUNES A VIERNES DE 8 A 11 H EXCEPTO CARGA Y DESCARGA CONGRESO DE LOS DIPUTADOS;-3,697797048;40,41584023
440645,17;4474493,86;29/08/2022;01  CENTRO;01-03 CORTES;VIRGEN DE LOS PELIGROS, CALLE, DE LA;12;CargayDescarga 360;Línea;6;33;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,699641285;40,41895563
441220,91;4474876,6;21/11/2022;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;26;CargayDescarga 360;Línea;2;10,12;DE LUNES A VIERNES DE 8 A 17 H. SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,692890696;40,42244437
441006,7;4474884,72;27/01/2023;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;2;CargayDescarga 360;Línea;3;12,17;LABORABLES DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,695416294;40,42250253
440591,86;4475420,67;21/11/2022;01  CENTRO;01-04 JUSTICIA;APODACA, CALLE, DE;14;CargayDescarga 360;Línea;2;10,8;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,700356164;40,42730122
440662,86;4475425,89;21/11/2022;01  CENTRO;01-04 JUSTICIA;APODACA, CALLE, DE;22;CargayDescarga 360;Línea;2;13,78;LABORABLES DE 9 A 20 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,699519703;40,42735336
441092,86;4475270;01/09/2022;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;21;CargayDescarga 360;Línea;3;16;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,694436421;40,42597964
441056,36;4475192,53;01/09/2022;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;12;CargayDescarga 360;Línea;3;15,81;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,694859436;40,42527908
440825,87;4474839,56;31/08/2022;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;24;CargayDescarga 360;Línea;5;25;LABORABLES DE 8 A 20 H EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,697543686;40,42208261
440791,84;4474852,78;31/08/2022;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;22;CargayDescarga 360;Línea;2;14;LABORABLES DE 8 A 20 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,697945903;40,42219938
441285,82;4474982,68;31/08/2022;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;13;CargayDescarga 360;Línea;2;8;LABORABLES DE 8 A 14 H Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,692135308;40,42340465
440600,64;4475339,32;09/07/2012;01  CENTRO;01-04 JUSTICIA;BARCELO, CALLE, DE;2 B;CargayDescarga;Línea;6;32,3;LABORABLES DE 08:30 A 13:30 EXCEPTO CARGA Y DESCARGA;-3,700245125;40,42656898
440614,57;4475355,99;20/10/2022;01  CENTRO;01-04 JUSTICIA;BARCELO, CALLE, DE;9;CargayDescarga;Línea;6;29,2;LABORABLES DE 08 A 20 HORAS EXCEPTO TRANSPORTE URBANO DE MERCANCÍAS PERMITIDO TAXIS DE MIÉRCOLES A DOMINGO DE 20 A 8 HORAS;-3,700082462;40,42671978
440674,21;4475370,72;31/08/2022;01  CENTRO;01-04 JUSTICIA;BARCELO, CALLE, DE;4;CargayDescarga 360;Línea;3;18,5;LABORABLES  8 A 17H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,699380818;40,42685689
440981,11;4474716,12;03/09/2022;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;11;CargayDescarga 360;Línea;2;10,1;DE LUNES A VIERNES DE 9:30 A 14:30 Y DE 15:30 A 18:30 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,695702314;40,42098184
440981,66;4474767,83;21/11/2022;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;15;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 12 H.Y 16 A 18 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,695700767;40,42144748
440983,32;4475098,87;09/09/2022;01  CENTRO;01-04 JUSTICIA;BELEN, CALLE, DE;22;CargayDescarga 360;Línea;2;12,3;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,695711826;40,42443013
440862,88;4475097,86;09/09/2022;01  CENTRO;01-04 JUSTICIA;BELEN, CALLE, DE;1;CargayDescarga 360;Línea;2;11;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,697131386;40,42441248
440913,96;4475034,23;07/09/2022;01  CENTRO;01-04 JUSTICIA;BELEN, TRAVESIA, DE;1;CargayDescarga 360;Línea;2;12,6;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,696523363;40,42384285
441120,21;4474958,45;06/09/2022;01  CENTRO;01-04 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;10;CargayDescarga 360;Línea;2;7,83;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,694085198;40,42317472
440870,41;4475251,79;06/09/2022;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;2;CargayDescarga 360;Línea;2;12,1;LABORABLES 8 A 14 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,697056901;40,42579996
440980,3;4475148,14;07/09/2022;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;21;CargayDescarga 360;Línea;3;25,01;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,69575199;40,42487411
440462,31;4475491,83;07/09/2022;01  CENTRO;01-04 JUSTICIA;FUENCARRAL, CALLE, DE;98;CargayDescarga 360;Línea;5;24,8;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,701889972;40,42793308
441106,17;4475362,01;06/09/2022;01  CENTRO;01-04 JUSTICIA;GENOVA, CALLE, DE;14;CargayDescarga 360;Línea;5;25,4;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,694288083;40,42680922
441308,07;4475218,47;06/09/2022;01  CENTRO;01-04 JUSTICIA;GENOVA, CALLE, DE;28;CargayDescarga 360;Línea;3;16,9;LABORABLES DE LUNES A VIERNES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,691894781;40,42553072
440853,6;4474923,27;07/09/2022;01  CENTRO;01-04 JUSTICIA;GRAVINA, CALLE, DE;12;CargayDescarga 360;Línea;2;11,4;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN ;-3,697224663;40,42283903
440595,8;4474779,84;22/11/2022;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;19;CargayDescarga;Línea;4;15;DE 8 A 22 H. EXCEPTO CARGA Y DESCARGA SUBIDA Y BAJADA DE VIAJEROS. TIEMPO MÁXIMO 30 MINUTOS.;-3,700249938;40,42152839
440541,22;4474679,47;08/09/2022;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;7;CargayDescarga 360;Línea;3;16,3;LABORABLES DE 8 A 14 H. Y 16:30 A 19H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,700883916;40,42062025
440524,11;4474643,18;07/09/2022;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;3;CargayDescarga 360;Línea;3;16,7;DE 19 A 9 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,701082274;40,4202924
440573,03;4474739,97;07/09/2022;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;18;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,70051453;40,42116811
